"","Col1","Col2"
"3112",2019,NA
"3113",2019,0.228
"3114",2019,0.572
"3115",2019,0.501
"3116",2019,0.267
"3117",2019,0.112
"3118",2019,0.206
"3119",2019,-0.202
"3120",2019,-0.096
"3121",2019,0.07
"3122",2019,-0.152
"3123",2019,0.029
"3124",2019,-0.074
"3125",2019,-0.191
"3126",2019,-0.115
"3127",2019,-0.089
"3128",2019,0.028
"3129",2019,0.076
"3130",2019,-0.163
"3131",2019,-0.126
"3132",2019,-0.047
"3133",2019,0.095
"3134",2019,NA
"3135",2019,NA
"3136",2019,0.233
"3137",2019,0.037
"3138",2019,0.093
"3139",2019,-0.086
"3140",2019,-0.047
"3141",2019,-0.099
"3142",2019,0.055
"3143",2019,0.296
"3144",2019,-0.005
"3145",2019,-0.057
"3146",2019,-0.094
"3147",2019,-0.028
"3148",2019,0.092
"3149",2019,-0.062
"3150",2019,-0.013
"3151",2019,-0.003
"3152",2019,-0.05
"3153",2019,-0.042
"3154",2019,-0.073
"3155",2019,0.051
"3156",2019,0.189
"3157",2019,0.008
"3158",2019,-0.089
"3159",2019,-0.116
"3160",2019,-0.046
"3161",2019,0.054
"3162",2019,-0.124
"3163",2019,-0.095
"3164",2019,NA
"3165",2019,0.004
"3166",2019,0.087
"3167",2019,-0.004
"3168",2019,-0.061
"3169",2019,NA
"3170",2019,NA
"3171",2019,0.01
"3172",2019,-0.105
"3173",2019,-0.012
"3174",2019,-0.035
"3175",2019,-0.154
"3176",2019,-0.12
"3177",2019,-0.155
"3178",2019,NA
"3179",2019,0.035
"3180",2019,-0.109
"3181",2019,-0.011
"3182",2019,-0.034
"3183",2019,-0.156
"3184",2019,-0.129
"3185",2019,-0.063
"3186",2019,NA
"3187",2019,0.006
"3188",2019,-0.076
"3189",2019,NA
"3190",2019,NA
"3191",2019,0.053
"3192",2019,-0.046
"3193",2019,-0.031
"3194",2019,NA
"3195",2019,NA
"3196",2019,0.115
"3197",2019,-0.164
"3198",2019,-0.079
"3199",2019,0.014
"3200",2019,-0.139
"3201",2019,-0.177
"3202",2019,NA
"3203",2019,-0.135
"3204",2019,-0.027
"3205",2019,0.019
"3206",2019,-0.083
"3207",2019,-0.171
"3208",2019,-0.08
"3209",2019,0.026
"3210",2019,-0.104
"3211",2019,-0.016
"3212",2019,NA
"3213",2019,-0.182
"3214",2019,NA
"3215",2019,-0.131
"3216",2019,-0.003
"3217",2019,0.08
"3218",2019,NA
"3219",2019,NA
"3220",2019,0.079
"3221",2019,NA
"3222",2019,0.063
"3223",2019,-0.132
"3224",2019,-0.006
"3225",2019,NA
"3226",2019,-0.176
"3227",2019,-0.144
"3228",2019,NA
"3229",2019,0.101
"3230",2019,0.01
"3231",2019,-0.088
"3232",2019,-0.174
"3233",2019,NA
"3234",2019,0.086
"3235",2019,-0.137
"3236",2019,NA
"3237",2019,-0.048
"3238",2019,0.014
"3239",2019,-0.124
"3240",2019,NA
"3241",2019,0.075
"3242",2019,-0.041
"3243",2019,-0.029
"3244",2019,0.075
"3245",2019,-0.186
"3246",2019,NA
"3247",2019,NA
"3248",2019,NA
"3249",2019,0.116
"3250",2019,NA
"3251",2019,NA
"3252",2019,NA
"3253",2019,NA
"3254",2019,-0.058
"3255",2019,-0.19
"3256",2019,-0.146
"3257",2019,-0.139
"3258",2019,-0.006
"3259",2019,0.091
"3260",2019,NA
"3261",2019,-0.098
"3262",2019,-0.183
"3263",2019,-0.099
"3264",2019,0.071
"3265",2019,-0.075
"3266",2019,NA
"3267",2019,NA
"3268",2019,NA
"3269",2019,0.386
"3270",2019,0.292
"3271",2019,0.212
"3272",2019,-0.032
"3273",2019,NA
"3274",2019,-0.136
"3275",2019,0.07
"3276",2019,NA
"3277",2019,NA
"3278",2019,NA
"3279",2019,NA
"3280",2019,NA
"3281",2019,0.152
"3282",2019,0.126
"3283",2019,-0.062
"3284",2019,NA
"3285",2019,NA
"3286",2019,0.197
"3287",2019,0.243
"3288",2019,NA
"3289",2019,0.417
"3290",2019,NA
"3291",2019,NA
"3292",2019,NA
"3293",2019,NA
"3294",2019,NA
"3295",2019,NA
"3296",2019,NA
"3297",2019,0.258
"3298",2019,NA
"3299",2019,NA
"3300",2020,NA
"3301",2020,NA
"3302",2020,NA
"3303",2020,0.219
"3304",2020,NA
"3305",2020,NA
"3306",2020,NA
"3307",2020,NA
"3308",2020,0.699
"3309",2020,0.551
"3310",2020,NA
"3311",2020,0.177
"3312",2020,NA
"3313",2020,NA
"3314",2020,NA
"3315",2020,-0.022
"3316",2020,0.122
"3317",2020,NA
"3318",2020,NA
"3319",2020,NA
"3320",2020,0.123
"3321",2020,0.138
"3322",2020,0.167
"3323",2020,NA
"3324",2020,-0.105
"3325",2020,-0.113
"3326",2020,-0.092
"3327",2020,-0.025
"3328",2020,-0.156
"3329",2020,NA
"3330",2020,-0.015
"3331",2020,-0.171
"3332",2020,-0.117
"3333",2020,-0.134
"3334",2020,0.048
"3335",2020,0.132
"3336",2020,NA
"3337",2020,-0.116
"3338",2020,-0.148
"3339",2020,-0.04
"3340",2020,-0.103
"3341",2020,-0.176
"3342",2020,NA
"3343",2020,-0.142
"3344",2020,NA
"3345",2020,0.049
"3346",2020,0.011
"3347",2020,-0.01
"3348",2020,NA
"3349",2020,-0.121
"3350",2020,-0.003
"3351",2020,NA
"3352",2020,-0.038
"3353",2020,-0.022
"3354",2020,-0.111
"3355",2020,NA
"3356",2020,0.177
"3357",2020,0.192
"3358",2020,NA
"3359",2020,-0.09
"3360",2020,-0.065
"3361",2020,-0.113
"3362",2020,0.012
"3363",2020,-0.038
"3364",2020,-0.1
"3365",2020,-0.138
"3366",2020,-0.102
"3367",2020,-0.125
"3368",2020,NA
"3369",2020,NA
"3370",2020,-0.123
"3371",2020,-0.11
"3372",2020,0.055
"3373",2020,-0.161
"3374",2020,NA
"3375",2020,0.035
"3376",2020,-0.133
"3377",2020,-0.034
"3378",2020,-0.033
"3379",2020,-0.161
"3380",2020,-0.126
"3381",2020,-0.138
"3382",2020,-0.03
"3383",2020,0.057
"3384",2020,-0.026
"3385",2020,-0.056
"3386",2020,-0.174
"3387",2020,-0.103
"3388",2020,0.03
"3389",2020,NA
"3390",2020,-0.02
"3391",2020,-0.041
"3392",2020,-0.183
"3393",2020,NA
"3394",2020,NA
"3395",2020,-0.022
"3396",2020,0.048
"3397",2020,0.008
"3398",2020,-0.075
"3399",2020,-0.144
"3400",2020,-0.07
"3401",2020,0.053
"3402",2020,-0.051
"3403",2020,-0.191
"3404",2020,NA
"3405",2020,-0.156
"3406",2020,-0.046
"3407",2020,0.043
"3408",2020,0.011
"3409",2020,-0.089
"3410",2020,-0.177
"3411",2020,-0.091
"3412",2020,0.012
"3413",2020,-0.143
"3414",2020,-0.018
"3415",2020,-0.05
"3416",2020,-0.21
"3417",2020,-0.146
"3418",2020,-0.158
"3419",2020,-0.054
"3420",2020,0.019
"3421",2020,-0.183
"3422",2020,-0.13
"3423",2020,-0.142
"3424",2020,-0.019
"3425",2020,-0.052
"3426",2020,-0.194
"3427",2020,-0.145
"3428",2020,0.039
"3429",2020,-0.16
"3430",2020,-0.082
"3431",2020,NA
"3432",2020,-0.144
"3433",2020,-0.022
"3434",2020,-0.049
"3435",2020,-0.203
"3436",2020,NA
"3437",2020,-0.141
"3438",2020,-0.029
"3439",2020,0.034
"3440",2020,NA
"3441",2020,-0.187
"3442",2020,-0.106
"3443",2020,0.063
"3444",2020,-0.2
"3445",2020,-0.153
"3446",2020,-0.143
"3447",2020,NA
"3448",2020,0.017
"3449",2020,-0.008
"3450",2020,-0.164
"3451",2020,-0.117
"3452",2020,0.048
"3453",2020,-0.147
"3454",2020,-0.043
"3455",2020,NA
"3456",2020,NA
"3457",2020,NA
"3458",2020,-0.188
"3459",2020,-0.12
"3460",2020,0.059
"3461",2020,-0.148
"3462",2020,NA
"3463",2020,-0.074
"3464",2020,-0.198
"3465",2020,-0.155
"3466",2020,NA
"3467",2020,-0.037
"3468",2020,-0.096
"3469",2020,-0.192
"3470",2020,NA
"3471",2020,0.046
"3472",2020,NA
"3473",2020,NA
"3474",2020,NA
"3475",2020,-0.182
"3476",2020,-0.1
"3477",2020,0.002
"3478",2020,-0.039
"3479",2020,-0.104
"3480",2020,-0.194
"3481",2020,-0.123
"3482",2020,0.089
"3483",2020,NA
"3484",2020,NA
"3485",2020,NA
"3486",2020,0.059
"3487",2020,0.006
"3488",2020,NA
"3489",2020,-0.061
"3490",2020,NA
"3491",2020,NA
"3492",2020,-0.005
"3493",2020,NA
"3494",2020,NA
"3495",2020,NA
"3496",2020,NA
"3497",2020,NA
"3498",2020,NA
"3499",2020,NA
"3500",2020,NA
"3501",2020,0.112
"3502",2020,NA
"3503",2020,NA
"3504",2020,NA
"3505",2020,0.729
"3506",2020,NA
"3507",2020,NA
"3508",2020,NA
"3509",2020,NA
"3510",2020,NA
"3511",2020,NA
"3512",2020,NA
"3513",2020,NA
"3514",2020,NA
"3515",2020,NA
"3516",2020,NA
"3517",2020,NA
"3518",2020,-0.037
